	Term	Type	Overlap	P.value	Adjusted.P.value	Genes
88	TIPARP	human tf ARCHS4 coexpression	17/299	0.000875758442543514	0.0165335494976896	BCAR3;ZNF341;ITPRIP;SEC24A;NUFIP2;SIAH2;TNFAIP3;SGMS2;TRAF1;ZC3H12C;NR4A3;NPC1;ZC3H12A;BHLHE40;NRBF2;ATP13A3;SH2B3
89	PBRM1	human tf ARCHS4 coexpression	17/299	0.000875758442543514	0.0165335494976896	SETD2;INTU;AUTS2;NUFIP2;ZBTB10;BAZ1B;ZFHX4;BICD1;ZEB2;SFPQ;ZNF608;SETBP1;KANSL1;KAT6A;BIRC6;BDP1;ZBED4
90	TIGD5	human tf ARCHS4 coexpression	17/299	0.000875758442543514	0.0165335494976896	B4GALT2;CLUH;TOMM40;ZMYND19;AXIN1;TRMT2A;B3GALT6;IPO4;FAM83H;FAM83G;NPLOC4;SENP5;TRIM28;ZNF598;TRMT61A;TRIM11;BCAR1
91	EWSR1	human tf ARCHS4 coexpression	17/299	0.000875758442543514	0.0165335494976896	SF3B4;CLUH;SF3B3;TOMM40;SF3A2;NSUN2;NUP153;AUP1;IPO4;ATXN2L;SFPQ;TRIM28;SERBP1;CNOT3;BCOR;ZNF598;SF1
92	MNT	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ITSN2;ZNF276;BICDL1;FBXL18;FGD3;ATXN2L;ZDHHC18;ATXN2;SIN3B;XPO6;CNOT3;ZNF316;ZBTB7B;FBRS;SF1;TRIM56
93	RCOR1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ABCC1;ZNF592;ITPRIP;NUFIP2;AXIN1;ZDHHC7;NUP153;ATXN2L;ZNF609;SH3BP5L;TRIM28;XPO6;ATP13A3;ZBTB7B;FBRS;SF1
94	HIF1A	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	BCAR3;TRIO;ITPRIP;SEC24A;TNFRSF12A;NUFIP2;ITGA3;COL12A1;SGMS2;ATP2B1;CORO1C;ITPRIPL2;ZC3H12A;ABL2;ATP13A3;FERMT2
95	NFAT5	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ITSN2;SETD5;SETD2;TRIO;NUFIP2;KCNB1;ZNF609;CLIP1;SEC14L1;KANSL1;KAT6A;SIK3;AAK1;BIRC6;BDP1;TRIM56
96	HOXB6	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	B4GALT2;CLUH;TOMM40;SF3A2;NRARP;FERMT1;ISL2;TMEM201;BAIAP2L1;TRIM28;ZNF703;CNOT3;SH3BP4;ZNF777;BCOR;ZNF598
97	WHSC1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;TRIO;CLUH;SF3B3;NUP153;BAZ1B;IPO4;ATXN2L;SFPQ;TRIM28;XPO5;SERBP1;ABL1;ZNF598;TNPO2;SF1
98	SRF	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	CLUH;ZNF592;SF3A2;AXIN1;IPO4;ATXN2L;SH3BP5L;TRIM28;CNOT3;CLPTM1;ABL1;ZNF316;ZNF777;ZNF598;FBRS;SF1
99	ASH1L	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;SETD2;TRIO;INTU;ZNF382;NUFIP2;KCNB1;ZNF609;CLIP1;KANSL1;KAT6A;ZNF736;SIK3;AAK1;BIRC6;BDP1
100	LHX4	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;SF3B3;NUFIP2;SFSWAP;NUP153;ATXN2L;ZNF609;SFPQ;KANSL1;SERTAD2;XPO5;SERBP1;CNOT3;BIRC6;BCOR;SF1
101	HOXD13	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SF3B3;TOMM40;ZMYND19;NUP153;IPO4;COCH;ISL2;TMEM201;TRIM28;ZNF628;ZNF703;XPO5;SERBP1;ZNF777;BCOR;ZNF598
102	KLF16	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	CLUH;SF3A2;AXIN1;ZDHHC7;ATXN2L;SH3BP5L;TRIM28;CNOT3;CLPTM1;ZNF316;ZNF777;ZBTB7B;ZNF598;FBRS;TRMT61A;SF1
103	JUND	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ZNF276;JUN;AXIN1;TNFAIP3;IRS2;ATXN2L;NR4A2;NR4A1;ZC3H12A;SIK3;FAM53B;ZNF316;JUNB;ZFPM1;FBRS;SF1
104	IRF4	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SEMA7A;SFMBT2;TNFAIP3;NUP153;TRAF1;ATXN2L;ZC3H12C;TRAF4;TRAF3;BHLHE40;ZBED2;SIDT1;B3GNT2;TNFRSF8;FBRS;TP73
105	UBP1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ABCC1;CLUH;ZNF592;NUFIP2;NSUN2;NUP153;ATXN2L;SFPQ;SH3BP5L;TRIM28;TRAF3;SERBP1;CNOT3;ABL1;ZNF598;SF1
106	NR2F6	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	B4GALT2;CLUH;TOMM40;ZMYND19;CLTB;IPO4;FAM83H;FAM83G;CLDN4;BAIAP2L1;TRIM28;TRAF4;CLDN7;ABL1;ZNF598;BCAR1
107	AR	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;CLUH;ABHD2;ZBTB10;SHROOM3;IRS2;SIPA1L3;SH3RF1;FAM83H;FAM160A1;BCL9;ZNF609;ZNF608;ZNF614;BCOR;ZBTB7B
108	NR2C2	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;TRIO;ZNF592;NUFIP2;NUP153;ATXN2L;ZNF609;SFPQ;NPLOC4;KAT6A;SIK3;FAM53B;BIRC6;TNPO2;FBRS;SF1
109	ZFPM1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ZNF276;SF3A2;NPRL3;AXIN1;ATXN2L;SIN3B;ZNF628;CNOT3;FAM53B;ZNF316;ZNF777;ZBTB7B;JUNB;ZNF598;FBRS;SF1
110	SP1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ZNF592;NUFIP2;TRANK1;AXIN1;NUP153;ATXN2L;NUAK1;ZDHHC18;CLIP1;SH3BP5L;XPO6;FAM53B;ZBTB7B;FBRS;IP6K3;SF1
111	PBX2	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ZNF592;AXIN1;FGD3;ATXN2L;ZDHHC18;SH3BP5L;TRIM28;BCL6;SIN3B;XPO6;CNOT3;FAM53B;ZNF316;ZBTB7B;FBRS;SF1
112	ZNF574	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SF3B4;ZNF142;FEN1;ZNF593;TOMM40;SGTA;KATNB1;YDJC;NT5C;TMEM201;TRIM28;ZNF408;ZNF689;FARSA;ZNF764;TRMT61A
113	ZBTB45	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SF3B4;ZNF593;CLUH;TOMM40;TP53I13;SF3A2;SGTA;FAM207A;TRMT2A;SGSM3;BAHD1;CNOT3;CLPTM1;ZNF777;FARSA;TRMT61A
114	CIZ1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	CLUH;SF3A2;AXIN1;IPO4;ATXN2L;SH3BP5L;TRIM28;SIN3B;CNOT3;CLPTM1;ABL1;ZNF777;ZNF598;TNPO2;FBRS;SF1
115	RFX7	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;ZNF142;SETD2;ZNF592;ITGA4;NUFIP2;NUP153;ATXN2L;ZNF609;SFPQ;KANSL1;KAT6A;XPO5;BIRC6;BCOR;CLOCK
116	ZNF777	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	B4GALT2;CLUH;SF3A2;AXIN1;ATXN2L;SH3BP5L;TRIM28;ZNF703;CNOT3;CLPTM1;ABL1;ZNF316;ZNF598;TNPO2;FBRS;SF1
117	ZC3H3	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SF3B4;CLUH;SF3A2;AXIN1;FGD3;ATXN2L;ZDHHC18;SH3BP5L;XPO6;CNOT3;CLPTM1;ZNF316;ZBTB7B;ZNF598;FBRS;SF1
118	AFF4	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;TRIO;ZHX3;SEC24A;NUFIP2;FBXW11;CMTM4;ABHD2;NR1D2;SGMS2;TNFRSF10D;SFPQ;KAT6A;ABL1;BIRC6;ATP13A3
119	ZNF598	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	CLUH;TOMM40;SF3A2;ZMYND19;AXIN1;TRMT2A;IPO4;ATXN2L;TRIM28;CNOT3;CLPTM1;ZNF316;ZNF777;FBRS;TRMT61A;SF1
120	CHD6	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;TRIO;ZBTB10;BICDL1;SIPA1L3;ZNF609;ZNF608;ZEB1;KANSL1;KAT6A;ZC3H12A;BIRC6;FAU;BCOR;ZNF620;TNRC6A
121	UNK	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ZNF592;SF3A2;SGTA;IPO4;ATXN2L;TMEM222;TRIM28;SIN3B;ZNF628;CNOT3;ZNF316;FAM193A;BCOR;ZNF598;FBRS;SF1
122	POGZ	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SETD5;INTU;ZNF382;AUTS2;KCNB1;BCL9;ZNF609;SFPQ;ZNF608;SETBP1;KANSL1;KAT6A;AAK1;INTS6;FAM193A;TNRC6A
123	TUT1	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SF3B4;CLUH;TOMM40;SF3A2;SGTA;AXIN1;TRMT2A;TRMT1;ATXN2L;TRIM28;XPO5;CNOT3;CLPTM1;FARSA;TRMT61A;SF1
124	CHD2	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ITSN2;ZNF276;SETD5;SETD2;ITGA4;NUFIP2;SFSWAP;TNFAIP3;CLK3;CLK1;ZNF609;KANSL1;KAT6A;SIK3;BIRC6;SF1
125	CCDC71	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	ABCC1;CLUH;AXIN1;IPO4;ATXN2L;SH3BP5L;TRIM28;XPO6;CNOT3;CLPTM1;ABL1;ZNF777;ZBTB7B;ZNF598;FBRS;SF1
126	RBM10	human tf ARCHS4 coexpression	16/299	0.00227882958357992	0.0310716605126214	SF3B4;CLUH;TOMM40;SF3A2;SGTA;AXIN1;TRMT2A;IPO4;ATXN2L;TRIM28;CNOT3;ZNF316;FARSA;ZNF598;FBRS;SF1
127	ARNTL2	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	BCAR3;SEMA7A;TRIO;TNFRSF12A;ITGA3;CLTB;SGMS2;ITPRIPL2;FERMT1;FAM83G;BAIAP2L1;BAG2;CLCF1;ATP13A3;ABCE1
128	KLF6	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ITSN2;JUN;ITPRIP;ITGA4;TNFAIP3;FGD3;NR4A2;CLK1;NR4A1;NR4A3;ZC3H12A;BHLHE40;JUNB;FBRS;SH2B3
129	CIC	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ZNF592;SF3A2;AXIN1;ATXN2L;SH3BP5L;SIN3B;CNOT3;CLPTM1;FAM53B;ZNF316;ZBTB7B;ZNF598;TNPO2;FBRS;SF1
130	NR3C1	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ITSN2;SEMA7A;TRIO;ITGA4;NUFIP2;TRANK1;TNFAIP3;TRAF1;ZC3H12C;TRAF3;BHLHE40;TNFRSF8;BIRC6;ATP13A3;SH2B3
131	ZNF205	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	B4GALT2;CLUH;TOMM40;SF3A2;SGTA;CLTB;IPO4;FAM83H;FAM83G;TRIM28;SIN3B;CLPTM1;ZNF777;ZNF598;BCAR1
132	HOXC13	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	SF3B4;CLUH;SF3B3;TOMM40;TNFRSF12A;ZMYND19;IRX5;NSUN2;CLTB;IPO4;FAM83H;CLDN4;TRIM28;ZNF703;ZNF598
133	ZNF236	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	SETD2;INTU;NUFIP2;SFMBT1;SFSWAP;ZBTB21;CLEC16A;ZBTB43;ZBTB34;ZNF609;CLIP1;KAT6A;ZNF736;BIRC6;BDP1
134	SP2	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ZNF592;SF3A2;FGD3;ATXN2L;NUAK1;ZDHHC18;SH3BP5L;SIN3B;XPO6;CNOT3;FAM53B;ZBTB7B;FBRS;IP6K3;SF1
135	ZHX2	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ITSN2;ZNF592;TRANK1;TRMT1;TRAF1;FGD3;BCL6;ZC3H12A;IRF2;SIK3;CLPTM1;FAM53B;ZNF316;FBRS;SF1
136	HSF1	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	SF3B4;CLUH;TOMM40;SF3A2;SGTA;TRMT2A;ATXN2L;TRIM28;CNOT3;CLPTM1;ZNF316;ZNF598;FBRS;TRMT61A;BCAR1
137	IKZF2	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ITSN2;SEMA7A;TRIO;ITGA4;NUFIP2;SFMBT2;CLEC16A;TNFAIP3;NUP153;TRAF1;ZC3H12C;TRAF3;SIDT1;TNFRSF8;BIRC6
138	ZBTB11	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	NUFIP2;ZBTB21;ZBTB10;NUP153;CLK1;KAT6A;ZNF736;SIDT1;SHOC2;BIRC6;INTS6;ZNF655;FGFBP3;ZNF597;TNRC6A
139	ZNF653	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	CLUH;SF3A2;AXIN1;ATXN2L;SH3BP5L;TRIM28;CNOT3;CLPTM1;ZNF316;ZNF777;ZBTB7B;ZNF598;FBRS;SF1;BCL2L1
140	ZNF507	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	SETD5;SF3B3;NUFIP2;FBXO48;NUP153;BAZ1B;SFPQ;KAT6A;ZNF703;XPO5;CNKSR3;SERBP1;ZNF778;BIRC6;BCOR
141	ZFP36L1	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	JUN;ZHX2;ITPRIP;TNFAIP3;FGD3;NR4A1;ZDHHC18;NUAK2;BCL6;ZC3H12A;BHLHE40;IRF2;ZBTB7B;JUNB;FBRS
142	ZBTB12	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	B4GALT2;CLUH;TOMM40;SF3A2;IPO4;ATXN2L;SFPQ;TRIM28;SERBP1;CNOT3;ABL1;ZNF777;ZNF598;TNPO2;SF1
143	TCF19	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	SF3B4;FEN1;CLUH;SF3B3;TOMM40;NSUN2;NUP153;IPO4;ATXN2L;TRIM28;XPO5;SERBP1;FARSA;ZNF367;ZNF598
144	NFRKB	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	IPPK;CLUH;ZBTB49;ZBTB10;TRMT2A;NUP153;IPO4;ATXN2L;FAM160A1;TRIM28;XPO5;ZNF317;ATXN7L2;ZNF598;SF1
145	FOXK1	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	TRIO;CLUH;ZNF592;SIPA1L3;ATXN2L;ZNF609;NPLOC4;SIN3B;KAT6A;AAK1;ZNF316;TNPO2;FBRS;SF1;TRIM56
146	ZNF768	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	B4GALT2;CLUH;TOMM40;SF3A2;AXIN1;IPO4;ATXN2L;TRIM28;ZNF703;CNOT3;CLPTM1;ZNF777;ZNF598;TNPO2;FBRS
147	AKAP8L	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	CLUH;SF3A2;AXIN1;ATXN2L;SH3BP5L;TRIM28;SIN3B;CNOT3;CLPTM1;FAM53B;ZNF316;ZNF777;ZNF598;FBRS;SF1
148	DOT1L	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ABCC1;CLUH;SF3A2;AXIN1;TRAF1;TRIM28;TRAF3;ZC3H12A;CNOT3;ZNF316;ZNF777;ATP13A3;ZNF598;FBRS;SF1
149	CENPB	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	B4GALT2;CLUH;CLTB;ZDHHC7;ATXN2L;FAM83H;NPLOC4;SH3BP5L;TRIM28;CLPTM1;ABL1;ZNF316;ZNF777;ZNF598;BCAR1
150	BRPF1	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	ABCC1;CLUH;NUFIP2;AXIN1;NUP153;IPO4;ATXN2L;SH3BP5L;TRIM28;CNOT3;ZNF316;ZNF777;ZNF598;FBRS;SF1
151	ANAPC2	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	CLUH;SF3A2;AXIN1;ATXN2L;SH3BP5L;TRIM28;SIN3B;CNOT3;CLPTM1;FAM53B;ZNF316;ZBTB7B;ZNF598;FBRS;SF1
152	MTA1	human tf ARCHS4 coexpression	15/299	0.00557804158677078	0.0630465489873171	CLUH;SF3A2;AXIN1;IPO4;ATXN2L;TRIM28;SIN3B;CNOT3;ABL1;ZNF316;ZNF777;ZNF598;TNPO2;FBRS;SF1
