	Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
192	Chagas disease (American trypanosomiasis)	2/103	0.000542361025370162	0.00202022359810085	0	0	78.780198019802	592.393897420189	JUN;NFKB1
193	Toll-like receptor signaling pathway	2/104	0.000552903300532864	0.00202022359810085	0	0	78.0039215686274	585.054952990065	JUN;NFKB1
194	C-type lectin receptor signaling pathway	2/104	0.000552903300532864	0.00202022359810085	0	0	78.0039215686274	585.054952990065	JUN;NFKB1
195	Th17 cell differentiation	2/107	0.00058512799250895	0.00202237586410752	0	0	75.7638095238095	563.961549437206	JUN;NFKB1
196	Insulin resistance	2/108	0.000596068675736952	0.00202237586410752	0	0	75.0452830188679	557.222833653302	GSK3B;NFKB1
197	TNF signaling pathway	2/110	0.000618248416001664	0.00202529653517786	0	0	73.6481481481482	544.158196104097	JUN;NFKB1
198	Cell cycle	2/124	0.000784613660254309	0.00248460992413864	0	0	65.1508196721311	465.849151186	GSK3B;ABL1
199	Osteoclast differentiation	2/127	0.000822784007785416	0.00252143486256821	0	0	63.5776	451.58004771743	JUN;NFKB1
200	Relaxin signaling pathway	2/130	0.000861840960503834	0.00255859035149576	0	0	62.078125	438.050552263465	JUN;NFKB1
201	Fluid shear stress and atherosclerosis	2/139	0.000984317813949517	0.00283364219167285	0	0	57.9737226277372	401.384647412394	JUN;NFKB1
202	Apoptosis	2/143	0.0010412997163339	0.00290951391328591	0	0	56.3177304964539	386.749940724219	JUN;NFKB1
203	Breast cancer	2/147	0.00109984489667705	0.00298529329098058	0	0	54.7531034482759	373.010232148318	GSK3B;JUN
204	Hepatitis C	2/155	0.00122161222453237	0.0032236989258493	0	0	51.8692810457516	347.917549111024	GSK3B;NFKB1
205	Wnt signaling pathway	2/158	0.00126887853971689	0.00325793138575958	0	0	50.8641025641026	339.24432771676	GSK3B;JUN
206	Hepatitis B	2/163	0.0013495941039709	0.00337398525992724	0	0	49.272049689441	325.587309502785	JUN;NFKB1
207	NOD-like receptor signaling pathway	2/178	0.00160622110058101	0.00391258986038965	0	0	45.0386363636364	289.772776439842	JUN;NFKB1
208	Axon guidance	2/181	0.0016601426267215	0.00394283873846355	0	0	44.277094972067	283.411121305891	GSK3B;ABL1
209	Chemokine signaling pathway	2/190	0.00182707526872737	0.0042334670860756	0	0	42.1382978723404	265.683603238372	GSK3B;NFKB1
210	Focal adhesion	2/199	0.00200173186333234	0.0044079778442252	0	0	40.194923857868	249.760908326322	GSK3B;JUN
211	Viral carcinogenesis	2/201	0.00204158973837799	0.0044079778442252	0	0	39.7869346733668	246.441327366147	JUN;NFKB1
212	Epstein-Barr virus infection	2/201	0.00204158973837799	0.0044079778442252	0	0	39.7869346733668	246.441327366147	JUN;NFKB1
213	Human immunodeficiency virus 1 infection	2/212	0.00226757657072375	0.00468303856997296	0	0	37.6819047619048	229.44676131864	JUN;NFKB1
214	cAMP signaling pathway	2/212	0.00226757657072375	0.00468303856997296	0	0	37.6819047619048	229.44676131864	JUN;NFKB1
215	Human T-cell leukemia virus 1 infection	2/219	0.00241732952873601	0.00488609160063662	0	0	36.4534562211982	219.635421933127	JUN;NFKB1
216	Human cytomegalovirus infection	2/225	0.00254935294585726	0.00504559437200916	0	0	35.4618834080717	211.775378231324	GSK3B;NFKB1
217	Ras signaling pathway	2/232	0.00270763973184581	0.0052495056025582	0	0	34.3704347826087	203.186942166432	ABL1;NFKB1
218	MAPK signaling pathway	2/295	0.0043359153486591	0.00823823916245228	0	0	26.8941979522184	146.326558358414	JUN;NFKB1
219	MicroRNAs in cancer	2/299	0.00445151634633622	0.00829204025297924	0	0	26.5265993265993	143.628550287688	ABL1;NFKB1
220	Human papillomavirus infection	2/330	0.00539603792856535	0.00985814621564824	0	0	23.9817073170732	125.234641437224	GSK3B;NFKB1
221	PI3K-Akt signaling pathway	2/354	0.00618580501644024	0.0110877637087136	0	0	22.3193181818182	113.504850772766	GSK3B;NFKB1
