	Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
191	telomeric DNA binding (GO:0042162)	1/32	0.00638505560259709	0.0155462223367581	0	0	214.677419354839	1084.93568598441	KDM1A
192	receptor tyrosine kinase binding (GO:0030971)	1/39	0.00777770775431615	0.016748221179362	0	0	175.070175438596	850.22718960169	TP53
193	histone deacetylase activity (GO:0004407)	1/40	0.00797653856531228	0.016748221179362	0	0	170.57264957265	824.079236975882	KDM1A
194	copper ion binding (GO:0005507)	1/41	0.00817533951037825	0.016748221179362	0	0	166.3	799.343073344609	TP53
195	androgen receptor binding (GO:0050681)	1/42	0.008374110589681	0.016748221179362	0	0	162.235772357724	775.91049296681	KDM1A
196	protein deacetylase activity (GO:0033558)	1/42	0.008374110589681	0.016748221179362	0	0	162.235772357724	775.91049296681	KDM1A
197	damaged DNA binding (GO:0003684)	1/46	0.0091688963119721	0.0172807149312418	0	0	147.785185185185	693.3989791915	TP53
198	flavin adenine dinucleotide binding (GO:0050660)	1/48	0.00956611005122314	0.0172807149312418	0	0	141.482269503546	657.825862605875	KDM1A
199	protein tyrosine kinase binding (GO:1990782)	1/48	0.00956611005122314	0.0172807149312418	0	0	141.482269503546	657.825862605875	TP53
200	RNA polymerase II transcription factor complex (GO:0090575)	3/147	1.54769111782232e-06	2.63107490029794e-05	0	0	413.583333333333	5533.22650670361	YAP1;STAT3;TP53
201	nuclear chromatin (GO:0000790)	3/253	7.92701917704429e-06	6.73796630048765e-05	0	0	236.952	2783.05656471554	KDM1A;STAT3;TP53
202	chromatin (GO:0000785)	3/296	1.26961137543066e-05	7.19446446077375e-05	0	0	201.737201365188	2274.42850400573	KDM1A;STAT3;TP53
203	nuclear chromosome part (GO:0044454)	3/392	2.94548613259398e-05	0.000125183160635244	0	0	151.210796915167	1577.52956101324	KDM1A;STAT3;TP53
204	replication fork (GO:0005657)	1/26	0.00519018827205704	0.0176466401249939	0	0	266.28	1400.89516742443	TP53
205	transcription factor TFIID complex (GO:0005669)	1/35	0.006982085791858	0.0197825764102643	0	0	195.705882352941	971.563766351202	TP53
206	Non-small cell lung cancer	2/66	6.40760808815633e-05	0.00256822579140839	0	0	311.4375	3007.06591338533	STAT3;TP53
207	Pancreatic cancer	2/75	8.28459932712383e-05	0.00256822579140839	0	0	272.917808219178	2565.02543749916	STAT3;TP53
208	Measles	2/138	0.000281030046818078	0.00409918505115298	0	0	146.029411764706	1194.08965050082	STAT3;TP53
209	Hepatitis C	2/155	0.000354414878453959	0.00409918505115298	0	0	129.692810457516	1030.41487261576	STAT3;TP53
210	Hepatitis B	2/163	0.000391858934669199	0.00409918505115298	0	0	123.198757763975	966.446040020898	STAT3;TP53
211	Kaposi sarcoma-associated herpesvirus infection	2/186	0.000509850998443878	0.00409918505115298	0	0	107.673913043478	816.318146708623	STAT3;TP53
212	Viral carcinogenesis	2/201	0.000595042991296401	0.00409918505115298	0	0	99.4824120603015	738.843628161466	STAT3;TP53
213	Epstein-Barr virus infection	2/201	0.000595042991296401	0.00409918505115298	0	0	99.4824120603015	738.843628161466	STAT3;TP53
214	Proteoglycans in cancer	2/201	0.000595042991296401	0.00409918505115298	0	0	99.4824120603015	738.843628161466	STAT3;TP53
215	Human cytomegalovirus infection	2/225	0.000744824998560498	0.00461791499107509	0	0	88.6681614349776	638.620131663016	STAT3;TP53
216	MicroRNAs in cancer	2/299	0.001310248354604	0.00738503618049528	0	0	66.3265993265993	440.245361649882	STAT3;TP53
217	Pathways in cancer	2/530	0.00405910473388022	0.0209720411250478	0	0	36.8712121212121	203.042126858879	STAT3;TP53
218	Thyroid cancer	1/37	0.00737995652232019	0.0334679910423083	0	0	184.814814814815	907.253621594129	TP53
219	Ferroptosis	1/40	0.00797653856531228	0.0334679910423083	0	0	170.57264957265	824.079236975882	TP53
220	Bladder cancer	1/41	0.00817533951037825	0.0334679910423083	0	0	166.3	799.343073344609	TP53
